,ALT,BRPR_1,BRPR_2,BRPR_3,BRPR_4,BRPR_5,BRPR_6,BRPR_7,BRPR_8,BRWHSP_1,BRWHSP_2,BRWHSP_3,BRWHSP_4,BRWHSP_5,BRWHSP_6,BRWHSP_7,BRWHSP_8,milliseconds,Time,phase
1833,313.0,90.625,92.4375,87.0,87.0,97.875,96.0625,97.875,96.0625,5.0544,5.0544,5.1516,5.1516,5.0544,5.0544,5.1516,5.1516,458000.0,2025-01-02 18:11:42,takeoff
1837,313.0,92.4375,92.4375,87.0,90.625,96.0625,96.0625,96.0625,96.0625,5.0544,5.0544,5.1516,5.1516,5.0544,5.0544,5.1516,5.1516,459000.0,2025-01-02 18:11:43,takeoff
1841,313.0,92.4375,92.4375,88.8125,88.8125,97.875,97.875,99.6875,96.0625,4.9572,4.9572,5.0544,5.0544,4.9572,4.9572,6.0264,5.0544,460000.0,2025-01-02 18:11:44,takeoff
1845,313.0,90.625,92.4375,88.8125,88.8125,97.875,96.0625,97.875,97.875,4.86,4.86,4.9572,4.9572,4.86,4.7628,4.9572,5.0544,461000.0,2025-01-02 18:11:45,takeoff
1849,313.0,92.4375,92.4375,88.8125,88.8125,97.875,96.0625,97.875,96.0625,4.6656,4.6656,4.7628,4.7628,4.6656,4.6656,4.7628,4.7628,462000.0,2025-01-02 18:11:46,takeoff
1853,313.0,92.4375,92.4375,90.625,88.8125,96.0625,97.875,99.6875,96.0625,4.5684,4.5684,4.6656,4.6656,4.5684,4.5684,4.2768,4.6656,463000.0,2025-01-02 18:11:47,takeoff
1857,312.0,92.4375,92.4375,88.8125,90.625,99.6875,97.875,99.6875,97.875,4.5684,4.5684,4.4712,4.5684,4.5684,4.5684,4.5684,4.5684,464000.0,2025-01-02 18:11:48,takeoff
1861,313.0,92.4375,92.4375,90.625,90.625,97.875,97.875,97.875,97.875,4.2768,4.2768,4.374,5.0544,4.2768,4.2768,5.346,4.374,465000.0,2025-01-02 18:11:49,takeoff
1865,313.0,92.4375,92.4375,88.8125,90.625,99.6875,96.0625,96.0625,96.0625,4.1796,4.9572,4.2768,4.1796,4.1796,4.0824,4.1796,4.1796,466000.0,2025-01-02 18:11:50,takeoff
1869,313.0,92.4375,94.25,92.4375,90.625,97.875,97.875,97.875,96.0625,3.1104,2.8188,4.0824,3.888,2.6244,1.944,4.6656,4.0824,467000.0,2025-01-02 18:11:51,takeoff
1873,314.0,92.4375,94.25,92.4375,92.4375,97.875,96.0625,97.875,96.0625,0.0,3.3048,1.1664,0.0,0.0,0.0,0.0,0.0,468000.0,2025-01-02 18:11:52,takeoff
1877,314.0,92.4375,92.4375,90.625,92.4375,97.875,97.875,99.6875,97.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,469000.0,2025-01-02 18:11:53,takeoff
1881,313.0,92.4375,92.4375,90.625,92.4375,97.875,97.875,97.875,96.0625,0.0,7.29,0.0,0.0,0.0,0.0,0.0,0.0,470000.0,2025-01-02 18:11:54,takeoff
1885,314.0,94.25,94.25,92.4375,92.4375,97.875,96.0625,97.875,96.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,471000.0,2025-01-02 18:11:55,takeoff
1889,312.0,94.25,94.25,92.4375,92.4375,97.875,97.875,97.875,96.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,472000.0,2025-01-02 18:11:56,takeoff
1893,313.0,92.4375,94.25,92.4375,90.625,97.875,96.0625,99.6875,97.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,473000.0,2025-01-02 18:11:57,takeoff
1897,313.0,92.4375,92.4375,92.4375,92.4375,96.0625,97.875,97.875,97.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474000.0,2025-01-02 18:11:58,takeoff
1901,313.0,92.4375,92.4375,90.625,92.4375,97.875,97.875,97.875,96.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,475000.0,2025-01-02 18:11:59,takeoff
1905,314.0,92.4375,94.25,92.4375,90.625,97.875,97.875,97.875,96.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,476000.0,2025-01-02 18:12:00,takeoff
1909,313.0,92.4375,94.25,92.4375,92.4375,99.6875,97.875,96.0625,96.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,477000.0,2025-01-02 18:12:01,takeoff
1913,313.0,94.25,94.25,92.4375,90.625,99.6875,96.0625,96.0625,96.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478000.0,2025-01-02 18:12:02,takeoff
1917,313.0,94.25,94.25,92.4375,92.4375,97.875,96.0625,97.875,96.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,479000.0,2025-01-02 18:12:03,takeoff
1921,313.0,92.4375,92.4375,90.625,92.4375,97.875,96.0625,97.875,96.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480000.0,2025-01-02 18:12:04,takeoff
1925,313.0,92.4375,92.4375,92.4375,92.4375,97.875,97.875,97.875,97.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,481000.0,2025-01-02 18:12:05,takeoff
1929,314.0,92.4375,92.4375,90.625,92.4375,97.875,97.875,97.875,96.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,482000.0,2025-01-02 18:12:06,takeoff
1933,313.0,92.4375,92.4375,90.625,92.4375,99.6875,97.875,97.875,96.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,483000.0,2025-01-02 18:12:07,takeoff
1937,313.0,96.0625,94.25,92.4375,92.4375,97.875,97.875,97.875,96.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484000.0,2025-01-02 18:12:08,takeoff
1941,313.0,94.25,94.25,92.4375,92.4375,97.875,96.0625,97.875,96.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,485000.0,2025-01-02 18:12:09,takeoff
1945,315.0,94.25,94.25,92.4375,92.4375,99.6875,97.875,97.875,96.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,486000.0,2025-01-02 18:12:10,takeoff
1949,315.0,94.25,94.25,92.4375,92.4375,97.875,96.0625,97.875,96.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,487000.0,2025-01-02 18:12:11,takeoff
1953,314.0,94.25,94.25,90.625,92.4375,99.6875,96.0625,97.875,96.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,488000.0,2025-01-02 18:12:12,takeoff
1957,314.0,92.4375,94.25,92.4375,92.4375,97.875,97.875,99.6875,96.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489000.0,2025-01-02 18:12:13,takeoff
1961,314.0,94.25,96.0625,92.4375,92.4375,97.875,96.0625,97.875,97.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490000.0,2025-01-02 18:12:14,takeoff
1965,315.0,94.25,94.25,92.4375,90.625,99.6875,96.0625,97.875,97.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491000.0,2025-01-02 18:12:15,takeoff
1969,315.0,94.25,96.0625,92.4375,92.4375,99.6875,96.0625,97.875,96.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,492000.0,2025-01-02 18:12:16,takeoff
1973,315.0,94.25,92.4375,90.625,92.4375,99.6875,96.0625,97.875,96.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493000.0,2025-01-02 18:12:17,takeoff
1977,314.0,94.25,94.25,92.4375,92.4375,97.875,96.0625,97.875,96.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494000.0,2025-01-02 18:12:18,takeoff
1981,314.0,92.4375,92.4375,92.4375,92.4375,97.875,96.0625,97.875,97.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495000.0,2025-01-02 18:12:19,takeoff
1985,313.0,94.25,94.25,92.4375,92.4375,99.6875,97.875,97.875,96.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,496000.0,2025-01-02 18:12:20,takeoff
1989,314.0,94.25,96.0625,92.4375,92.4375,97.875,97.875,99.6875,96.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,497000.0,2025-01-02 18:12:21,takeoff
1993,314.0,94.25,92.4375,90.625,92.4375,97.875,96.0625,97.875,96.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,498000.0,2025-01-02 18:12:22,takeoff
1997,314.0,92.4375,92.4375,90.625,90.625,99.6875,96.0625,97.875,96.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,499000.0,2025-01-02 18:12:23,takeoff
2001,314.0,92.4375,92.4375,90.625,92.4375,99.6875,96.0625,97.875,96.0625,0.0,5.2488,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,2025-01-02 18:12:24,takeoff
2005,314.0,94.25,94.25,92.4375,92.4375,99.6875,97.875,97.875,96.0625,2.1384,0.5832,0.0,0.0,0.1944,0.2916,0.0,0.0,501000.0,2025-01-02 18:12:25,takeoff
2009,313.0,94.25,96.0625,92.4375,92.4375,97.875,96.0625,97.875,97.875,4.1796,4.6656,4.1796,4.1796,4.1796,4.1796,4.1796,4.1796,502000.0,2025-01-02 18:12:26,takeoff
2013,313.0,94.25,94.25,92.4375,90.625,99.6875,97.875,97.875,96.0625,4.374,4.374,4.374,4.374,4.374,4.374,4.6656,4.374,503000.0,2025-01-02 18:12:27,takeoff
2017,313.0,96.0625,96.0625,92.4375,90.625,97.875,96.0625,97.875,96.0625,4.5684,4.4712,4.5684,4.5684,4.4712,4.4712,4.5684,4.5684,504000.0,2025-01-02 18:12:28,takeoff
2021,312.0,92.4375,94.25,92.4375,92.4375,99.6875,99.6875,99.6875,96.0625,4.5684,4.7628,4.5684,4.5684,4.6656,4.6656,6.2208,4.5684,505000.0,2025-01-02 18:12:29,takeoff
2025,313.0,94.25,94.25,92.4375,92.4375,99.6875,96.0625,99.6875,96.0625,4.9572,4.9572,4.9572,4.9572,4.9572,4.9572,4.9572,5.0544,506000.0,2025-01-02 18:12:30,takeoff
2029,313.0,92.4375,92.4375,90.625,90.625,97.875,97.875,97.875,96.0625,5.1516,5.1516,5.1516,5.1516,5.1516,5.1516,5.1516,5.1516,507000.0,2025-01-02 18:12:31,takeoff
2033,313.0,92.4375,92.4375,88.8125,90.625,99.6875,97.875,97.875,96.0625,5.1516,5.4432,5.1516,5.4432,5.1516,5.1516,5.4432,5.4432,508000.0,2025-01-02 18:12:32,takeoff
2037,314.0,94.25,94.25,90.625,92.4375,99.6875,96.0625,97.875,96.0625,5.6376,5.6376,5.6376,5.7348,5.6376,5.6376,5.7348,5.6376,509000.0,2025-01-02 18:12:33,takeoff
2041,313.0,94.25,92.4375,90.625,92.4375,97.875,96.0625,96.0625,96.0625,5.9292,5.9292,5.9292,5.9292,5.9292,5.832,5.9292,5.9292,510000.0,2025-01-02 18:12:34,takeoff
2045,313.0,92.4375,94.25,88.8125,90.625,97.875,96.0625,97.875,96.0625,6.2208,6.2208,6.2208,6.2208,6.2208,6.2208,6.2208,6.2208,511000.0,2025-01-02 18:12:35,takeoff
2049,313.0,92.4375,92.4375,92.4375,92.4375,97.875,96.0625,96.0625,96.0625,6.4152,6.5124,6.5124,6.5124,6.4152,6.4152,6.5124,6.5124,512000.0,2025-01-02 18:12:36,takeoff
2053,313.0,94.25,92.4375,92.4375,90.625,97.875,96.0625,97.875,96.0625,6.7068,6.7068,6.7068,6.7068,6.7068,6.7068,6.7068,6.7068,513000.0,2025-01-02 18:12:37,takeoff
2057,313.0,92.4375,94.25,90.625,90.625,96.0625,96.0625,96.0625,96.0625,6.9012,6.9012,6.9012,6.9012,6.9012,6.9012,6.9012,6.9012,514000.0,2025-01-02 18:12:38,takeoff
2061,313.0,92.4375,94.25,92.4375,92.4375,97.875,97.875,97.875,96.0625,7.0956,6.9984,7.0956,7.0956,6.9984,6.9984,7.0956,6.9984,515000.0,2025-01-02 18:12:39,takeoff
2065,313.0,94.25,94.25,90.625,90.625,97.875,96.0625,97.875,96.0625,7.1928,7.29,7.1928,7.1928,7.1928,7.1928,7.1928,6.9984,516000.0,2025-01-02 18:12:40,takeoff
2069,313.0,92.4375,94.25,90.625,92.4375,97.875,97.875,97.875,96.0625,7.3872,7.3872,7.29,7.3872,7.3872,7.3872,7.3872,7.3872,517000.0,2025-01-02 18:12:41,takeoff
2073,313.0,94.25,92.4375,92.4375,92.4375,99.6875,97.875,97.875,96.0625,7.5816,7.5816,7.4844,7.4844,7.5816,7.4844,7.5816,7.4844,518000.0,2025-01-02 18:12:42,takeoff
2077,312.0,92.4375,92.4375,88.8125,90.625,97.875,97.875,99.6875,96.0625,7.5816,7.6788,7.4844,7.6788,7.6788,7.6788,7.6788,7.6788,519000.0,2025-01-02 18:12:43,takeoff
2081,312.0,92.4375,94.25,90.625,92.4375,99.6875,99.6875,97.875,96.0625,7.8732,7.8732,7.4844,7.8732,7.776,7.776,7.8732,7.776,520000.0,2025-01-02 18:12:44,takeoff
2085,312.0,92.4375,94.25,90.625,88.8125,97.875,96.0625,97.875,96.0625,7.9704,7.9704,7.9704,7.9704,7.9704,7.8732,7.9704,7.9704,521000.0,2025-01-02 18:12:45,takeoff
2089,314.0,94.25,96.0625,92.4375,92.4375,99.6875,97.875,97.875,96.0625,8.0676,8.0676,8.0676,8.164801,8.0676,8.0676,8.164801,8.0676,522000.0,2025-01-02 18:12:46,takeoff
2093,314.0,94.25,96.0625,92.4375,90.625,99.6875,101.5,97.875,96.0625,8.262,8.262,8.164801,8.262,8.164801,8.164801,8.262,8.164801,523000.0,2025-01-02 18:12:47,takeoff
2097,314.0,94.25,94.25,92.4375,92.4375,99.6875,96.0625,97.875,96.0625,8.3592,8.3592,8.164801,8.3592,8.3592,8.164801,8.3592,8.164801,524000.0,2025-01-02 18:12:48,takeoff
2101,314.0,94.25,94.25,92.4375,92.4375,99.6875,97.875,99.6875,97.875,8.5536,8.3592,8.4564,8.3592,8.4564,8.4564,8.5536,8.4564,525000.0,2025-01-02 18:12:49,takeoff
2105,315.0,400.5625,306.3125,87.0,87.0,326.25,357.0625,96.0625,94.25,8.5536,8.650801,8.5536,8.5536,8.5536,8.5536,8.650801,8.5536,526000.0,2025-01-02 18:12:50,takeoff
2109,313.0,395.125,398.75,87.0,87.0,395.125,398.75,97.875,96.0625,8.4564,8.5536,8.5536,8.5536,8.4564,8.4564,8.5536,8.5536,527000.0,2025-01-02 18:12:51,takeoff
2113,314.0,411.4375,411.4375,103.3125,92.4375,413.25,411.4375,96.0625,96.0625,8.4564,8.4564,8.4564,8.5536,8.4564,8.3592,8.5536,8.4564,528000.0,2025-01-02 18:12:52,takeoff
2117,314.0,416.875,415.0625,201.1875,279.125,411.4375,396.9375,335.3125,271.875,8.3592,8.3592,8.3592,8.4564,8.3592,8.3592,8.4564,8.4564,529000.0,2025-01-02 18:12:53,takeoff
2121,315.0,411.4375,409.625,90.625,88.8125,406.0,409.625,87.0,92.4375,8.3592,8.3592,8.3592,8.3592,8.3592,8.164801,8.3592,8.3592,530000.0,2025-01-02 18:12:54,takeoff
2125,317.0,96.0625,96.0625,92.4375,92.4375,99.6875,96.0625,101.5,97.875,8.262,8.262,8.262,8.3592,8.262,8.262,8.3592,8.3592,531000.0,2025-01-02 18:12:55,takeoff
2129,314.0,92.4375,92.4375,92.4375,92.4375,96.0625,96.0625,96.0625,94.25,8.4564,8.3592,8.3592,8.3592,8.3592,8.3592,8.4564,8.3592,532000.0,2025-01-02 18:12:56,takeoff
2133,314.0,94.25,94.25,92.4375,92.4375,97.875,97.875,97.875,96.0625,8.5536,8.5536,8.5536,8.5536,8.5536,8.5536,8.650801,8.5536,533000.0,2025-01-02 18:12:57,takeoff
2137,313.0,380.625,384.25,87.0,88.8125,380.625,387.875,94.25,94.25,8.650801,8.650801,8.650801,8.748,8.5536,8.5536,8.650801,8.650801,534000.0,2025-01-02 18:12:58,takeoff
2141,313.0,161.3125,155.875,92.4375,92.4375,164.9375,163.125,101.5,101.5,8.650801,8.5536,8.650801,8.650801,8.650801,8.5536,8.650801,8.650801,535000.0,2025-01-02 18:12:59,takeoff
2145,314.0,94.25,94.25,92.4375,92.4375,97.875,99.6875,101.5,97.875,8.748,8.748,8.650801,8.748,8.650801,8.748,8.748,8.748,536000.0,2025-01-02 18:13:00,takeoff
2149,312.0,473.0625,290.0,88.8125,92.4375,326.25,346.1875,97.875,96.0625,8.845201,8.845201,8.748,8.748,8.650801,8.748,8.845201,8.748,537000.0,2025-01-02 18:13:01,takeoff
2153,314.0,391.5,387.875,88.8125,90.625,389.6875,391.5,99.6875,96.0625,8.748,8.845201,8.845201,8.845201,8.748,8.748,8.845201,8.845201,538000.0,2025-01-02 18:13:02,takeoff
2157,314.0,427.75,429.5625,364.3125,328.0625,415.0625,416.875,319.0,291.8125,8.748,8.748,8.748,8.845201,8.748,8.748,8.845201,8.748,539000.0,2025-01-02 18:13:03,takeoff
2161,314.0,436.8125,440.4375,377.0,377.0,442.25,436.8125,375.1875,377.0,8.5536,8.5536,8.5536,8.650801,8.5536,8.5536,8.650801,8.5536,540000.0,2025-01-02 18:13:04,takeoff
2165,313.0,435.0,435.0,377.0,375.1875,438.625,436.8125,377.0,378.8125,8.262,8.262,8.164801,8.262,8.262,8.164801,8.262,8.262,541000.0,2025-01-02 18:13:05,takeoff
2169,315.0,103.3125,85.1875,81.5625,96.0625,126.875,134.125,132.3125,130.5,8.0676,8.0676,7.9704,7.9704,8.0676,7.9704,8.0676,7.9704,542000.0,2025-01-02 18:13:06,takeoff
2173,314.0,92.4375,94.25,92.4375,92.4375,99.6875,99.6875,99.6875,97.875,8.164801,8.0676,8.0676,8.0676,8.0676,8.0676,8.164801,8.0676,543000.0,2025-01-02 18:13:07,takeoff
2177,312.0,92.4375,92.4375,92.4375,92.4375,97.875,96.0625,97.875,97.875,8.0676,8.0676,8.0676,8.0676,8.0676,8.0676,8.164801,8.164801,544000.0,2025-01-02 18:13:08,takeoff
2181,313.0,92.4375,94.25,92.4375,92.4375,99.6875,101.5,101.5,97.875,8.164801,8.164801,8.164801,8.164801,8.0676,8.0676,8.164801,8.164801,545000.0,2025-01-02 18:13:09,takeoff
2185,316.0,94.25,94.25,92.4375,92.4375,99.6875,99.6875,97.875,96.0625,8.164801,8.164801,8.164801,8.164801,8.164801,8.164801,8.262,8.262,546000.0,2025-01-02 18:13:10,takeoff
2189,315.0,94.25,96.0625,92.4375,92.4375,101.5,99.6875,99.6875,97.875,8.164801,8.262,8.262,8.262,8.262,8.164801,8.262,8.262,547000.0,2025-01-02 18:13:11,takeoff
2193,315.0,92.4375,94.25,92.4375,92.4375,101.5,101.5,105.125,105.125,8.164801,8.164801,8.164801,8.262,8.164801,8.164801,8.262,8.164801,548000.0,2025-01-02 18:13:12,takeoff
2197,315.0,94.25,94.25,92.4375,90.625,101.5,101.5,101.5,97.875,8.164801,8.164801,8.164801,8.164801,8.164801,8.0676,8.164801,8.164801,549000.0,2025-01-02 18:13:13,takeoff
2201,314.0,94.25,94.25,92.4375,92.4375,101.5,101.5,101.5,99.6875,8.0676,8.0676,8.0676,8.164801,8.0676,8.0676,8.164801,8.0676,550000.0,2025-01-02 18:13:14,takeoff
2205,314.0,92.4375,94.25,90.625,92.4375,99.6875,97.875,101.5,97.875,7.9704,7.9704,7.9704,7.9704,7.9704,7.9704,7.9704,7.8732,551000.0,2025-01-02 18:13:15,takeoff
2209,315.0,96.0625,96.0625,92.4375,94.25,97.875,97.875,99.6875,97.875,7.8732,7.8732,7.776,7.776,7.8732,7.776,7.776,7.776,552000.0,2025-01-02 18:13:16,takeoff
2213,315.0,92.4375,92.4375,88.8125,88.8125,97.875,97.875,96.0625,96.0625,7.8732,7.776,7.6788,7.6788,7.8732,7.6788,7.776,7.6788,553000.0,2025-01-02 18:13:17,takeoff
2217,315.0,94.25,92.4375,92.4375,92.4375,101.5,97.875,97.875,99.6875,7.6788,7.6788,7.5816,7.5816,7.6788,7.5816,7.5816,7.5816,554000.0,2025-01-02 18:13:18,takeoff
2221,315.0,92.4375,92.4375,92.4375,90.625,96.0625,96.0625,97.875,96.0625,7.4844,7.3872,7.3872,7.3872,7.4844,7.3872,7.4844,7.3872,555000.0,2025-01-02 18:13:19,takeoff
2225,316.0,96.0625,92.4375,92.4375,92.4375,103.3125,101.5,101.5,101.5,7.29,7.29,7.29,7.1928,7.29,7.29,7.29,7.1928,556000.0,2025-01-02 18:13:20,takeoff
2229,316.0,96.0625,96.0625,92.4375,92.4375,99.6875,99.6875,101.5,99.6875,7.0956,7.0956,6.9984,7.0956,7.0956,7.0956,7.0956,7.0956,557000.0,2025-01-02 18:13:21,takeoff
2233,317.0,94.25,94.25,92.4375,92.4375,101.5,101.5,101.5,99.6875,7.0956,6.9984,6.9012,6.9012,7.0956,7.0956,7.0956,6.9012,558000.0,2025-01-02 18:13:22,takeoff
2237,317.0,97.875,96.0625,96.0625,94.25,101.5,101.5,101.5,99.6875,7.0956,6.7068,6.7068,6.7068,7.0956,6.6096,7.0956,6.7068,559000.0,2025-01-02 18:13:23,takeoff
2241,317.0,96.0625,96.0625,92.4375,94.25,101.5,101.5,101.5,99.6875,7.0956,6.5124,6.5124,6.5124,7.0956,6.5124,7.0956,6.5124,560000.0,2025-01-02 18:13:24,takeoff
2245,317.0,96.0625,94.25,92.4375,92.4375,101.5,101.5,101.5,97.875,6.318,6.5124,6.5124,6.4152,6.318,6.318,6.4152,6.5124,561000.0,2025-01-02 18:13:25,takeoff
2249,319.0,96.0625,96.0625,94.25,94.25,101.5,101.5,101.5,97.875,6.2208,6.2208,6.2208,6.2208,6.2208,6.2208,6.2208,6.2208,562000.0,2025-01-02 18:13:26,takeoff
2253,322.0,96.0625,96.0625,92.4375,92.4375,101.5,101.5,101.5,101.5,6.2208,6.1236,6.1236,6.1236,6.1236,6.1236,6.1236,6.1236,563000.0,2025-01-02 18:13:27,takeoff
2257,319.0,97.875,97.875,96.0625,94.25,101.5,99.6875,101.5,99.6875,6.1236,6.1236,6.1236,6.2208,6.1236,6.1236,6.2208,6.2208,564000.0,2025-01-02 18:13:28,takeoff
2261,319.0,96.0625,96.0625,92.4375,92.4375,101.5,101.5,101.5,99.6875,6.1236,6.1236,6.1236,6.2208,6.1236,6.1236,6.2208,6.2208,565000.0,2025-01-02 18:13:29,takeoff
2265,318.0,96.0625,96.0625,94.25,94.25,101.5,101.5,101.5,101.5,6.2208,6.2208,6.2208,6.2208,6.2208,6.1236,6.2208,6.2208,566000.0,2025-01-02 18:13:30,takeoff
2269,318.0,96.0625,97.875,94.25,94.25,101.5,99.6875,101.5,101.5,6.2208,6.2208,6.2208,6.2208,6.2208,6.2208,6.318,6.2208,567000.0,2025-01-02 18:13:31,takeoff
2273,317.0,96.0625,97.875,94.25,92.4375,101.5,101.5,101.5,101.5,6.2208,6.2208,6.2208,6.2208,6.2208,6.2208,6.2208,6.2208,568000.0,2025-01-02 18:13:32,takeoff
2277,318.0,96.0625,96.0625,92.4375,94.25,101.5,101.5,101.5,99.6875,6.2208,6.318,6.2208,6.2208,6.2208,6.2208,6.2208,6.2208,569000.0,2025-01-02 18:13:33,takeoff
2281,317.0,97.875,97.875,96.0625,94.25,101.5,101.5,101.5,99.6875,6.318,6.318,6.2208,6.2208,6.318,6.2208,6.2208,6.318,570000.0,2025-01-02 18:13:34,takeoff
2285,317.0,94.25,97.875,92.4375,92.4375,101.5,99.6875,101.5,99.6875,6.318,6.318,6.318,6.318,6.318,6.318,6.318,6.318,571000.0,2025-01-02 18:13:35,takeoff
2289,317.0,94.25,96.0625,94.25,92.4375,101.5,99.6875,101.5,101.5,6.318,6.4152,6.318,6.318,6.4152,6.318,6.318,6.318,572000.0,2025-01-02 18:13:36,takeoff
2293,316.0,94.25,96.0625,94.25,94.25,99.6875,101.5,99.6875,97.875,6.4152,6.4152,6.4152,6.4152,6.4152,6.4152,6.4152,6.4152,573000.0,2025-01-02 18:13:37,takeoff
2297,316.0,97.875,97.875,94.25,94.25,101.5,99.6875,101.5,101.5,6.5124,6.4152,6.5124,6.5124,6.4152,6.4152,6.5124,6.4152,574000.0,2025-01-02 18:13:38,takeoff
2301,315.0,94.25,97.875,92.4375,92.4375,99.6875,101.5,101.5,99.6875,6.5124,6.5124,6.4152,6.4152,6.5124,6.5124,6.5124,6.5124,575000.0,2025-01-02 18:13:39,takeoff
2305,317.0,96.0625,96.0625,96.0625,94.25,101.5,101.5,101.5,99.6875,6.4152,6.4152,6.4152,6.4152,6.4152,6.318,6.5124,6.4152,576000.0,2025-01-02 18:13:40,takeoff
2309,316.0,96.0625,97.875,94.25,94.25,101.5,101.5,103.3125,103.3125,6.4152,6.4152,6.4152,6.318,6.318,6.318,6.4152,6.318,577000.0,2025-01-02 18:13:41,takeoff
2313,320.0,97.875,97.875,97.875,99.6875,97.875,99.6875,103.3125,103.3125,6.4152,6.318,6.4152,6.4152,6.318,6.318,6.4152,6.4152,578000.0,2025-01-02 18:13:42,takeoff
2317,318.0,92.4375,90.625,87.0,87.0,97.875,94.25,97.875,96.0625,6.4152,6.4152,6.4152,6.4152,6.4152,6.4152,6.5124,6.4152,579000.0,2025-01-02 18:13:43,takeoff
2321,317.0,96.0625,96.0625,92.4375,92.4375,99.6875,101.5,99.6875,97.875,6.5124,6.5124,6.5124,6.5124,6.5124,6.5124,6.5124,6.5124,580000.0,2025-01-02 18:13:44,takeoff
2325,317.0,97.875,97.875,96.0625,94.25,103.3125,101.5,99.6875,97.875,6.5124,6.5124,6.5124,6.5124,6.5124,6.5124,6.5124,6.5124,581000.0,2025-01-02 18:13:45,takeoff
2329,316.0,97.875,97.875,97.875,97.875,103.3125,106.9375,108.75,106.9375,6.6096,6.6096,6.6096,6.6096,6.6096,6.6096,6.6096,6.6096,582000.0,2025-01-02 18:13:46,takeoff
2333,316.0,94.25,96.0625,92.4375,92.4375,97.875,97.875,101.5,99.6875,6.6096,6.6096,6.6096,6.6096,6.6096,6.5124,6.6096,6.6096,583000.0,2025-01-02 18:13:47,takeoff
2337,315.0,97.875,97.875,96.0625,97.875,103.3125,101.5,101.5,101.5,6.6096,6.6096,6.6096,6.6096,6.6096,6.6096,6.6096,6.6096,584000.0,2025-01-02 18:13:48,takeoff
2341,315.0,92.4375,92.4375,87.0,92.4375,99.6875,97.875,96.0625,96.0625,6.6096,6.6096,6.4152,6.6096,6.6096,6.5124,6.5124,6.5124,585000.0,2025-01-02 18:13:49,takeoff
2345,314.0,106.9375,105.125,106.9375,106.9375,117.8125,88.8125,103.3125,105.125,6.6096,6.5124,6.5124,6.5124,6.6096,6.5124,6.4152,6.6096,586000.0,2025-01-02 18:13:50,takeoff
2349,315.0,103.3125,103.3125,103.3125,105.125,103.3125,101.5,103.3125,101.5,6.5124,6.5124,6.5124,6.5124,6.5124,6.5124,6.5124,6.5124,587000.0,2025-01-02 18:13:51,takeoff
2353,315.0,92.4375,92.4375,90.625,92.4375,101.5,103.3125,101.5,101.5,6.5124,6.4152,6.318,6.4152,6.5124,6.318,6.4152,6.5124,588000.0,2025-01-02 18:13:52,takeoff
2357,315.0,108.75,106.9375,105.125,116.0,108.75,110.5625,108.75,108.75,6.5124,6.4152,6.318,6.4152,6.5124,6.318,6.4152,6.5124,589000.0,2025-01-02 18:13:53,takeoff
2361,315.0,119.625,119.625,125.0625,121.4375,123.25,123.25,123.25,121.4375,6.4152,6.318,6.318,6.4152,6.318,6.318,6.4152,6.318,590000.0,2025-01-02 18:13:54,takeoff
2365,317.0,92.4375,92.4375,87.0,94.25,106.9375,106.9375,106.9375,106.9375,6.4152,6.318,6.318,6.318,6.318,6.318,6.318,6.318,591000.0,2025-01-02 18:13:55,takeoff
